city,district,feeder,outage_count,high_impact_count,avg_duration_min,max_duration_min,total_affected_customer,total_ens_kwh,force_majeure_count,risk_score
Kayseri,Yeşilhisar,KAY-YES-FDR-049,11,5,105.18,414,12132,21505.41,0,48.42
Sivas,Şarkışla,SIV-SAR-FDR-043,4,2,172.75,292,10719,35550.83,0,48.4
Eskişehir,Mihalıççık,ESK-MIH-FDR-033,5,5,330.8,863,6423,33765.34,0,48.4
Konya,Meram,KON-MER-FDR-037,8,6,235.75,413,6944,32876.53,0,48.4
Konya,Ereğli,KON-ERE-FDR-005,6,5,147.17,335,12782,18793.14,0,48.38
Ankara,Pursaklar,ANK-PUR-FDR-007,6,6,145.83,297,10989,22905.89,0,48.31
Kayseri,Tomarza,KAY-TOM-FDR-025,6,4,142.17,364,15172,12299.16,0,48.26
Sivas,Zara,SIV-ZAR-FDR-021,5,4,271.2,447,8744,30711.19,0,48.23
Kayseri,Pınarbaşı,KAY-PIN-FDR-001,7,5,193.0,349,10339,25015.02,0,48.23
Sivas,Zara,SIV-ZAR-FDR-010,5,4,236.6,475,8753,32738.01,0,48.22
Ankara,Sincan,ANK-SIN-FDR-005,4,4,285.5,466,8689,30435.92,0,48.16
Sivas,Şarkışla,SIV-SAR-FDR-003,5,3,131.6,243,12482,26966.91,0,48.15
Eskişehir,İnönü,ESK-INÖ-FDR-022,7,5,76.71,227,15847,9769.47,0,48.13
Konya,Ereğli,KON-ERE-FDR-023,6,6,149.67,251,10668,23574.65,0,48.11
Kayseri,Talas,KAY-TAL-FDR-022,6,4,349.33,891,6098,35793.21,0,48.07
Konya,Beyşehir,KON-BEY-FDR-007,10,5,143.2,440,12445,17728.7,0,48.05
Ankara,Yenimahalle,ANK-YEN-FDR-024,8,6,151.5,323,9185,28224.58,0,48.03
Eskişehir,Sivrihisar,ESK-SIV-FDR-039,9,7,204.89,323,8530,24154.19,0,48.03
Eskişehir,Sivrihisar,ESK-SIV-FDR-043,7,4,257.57,678,6004,40883.01,0,47.93
Konya,Cihanbeyli,KON-CIH-FDR-040,5,4,230.2,455,7827,36144.5,0,47.88
Konya,Akşehir,KON-AKS-FDR-020,3,3,232.0,386,9802,32132.56,0,47.88
Kayseri,Yeşilhisar,KAY-YES-FDR-039,6,3,231.5,586,8138,37242.28,0,47.84
Eskişehir,İnönü,ESK-INÖ-FDR-041,5,3,200.8,362,6184,47374.04,0,47.83
Eskişehir,Mihalıççık,ESK-MIH-FDR-036,7,5,118.57,233,13634,15483.66,0,47.82
Konya,Akşehir,KON-AKS-FDR-013,7,5,164.14,498,11734,20362.44,0,47.82
Kayseri,Kocasinan,KAY-KOC-FDR-025,6,3,146.17,274,9439,36973.53,0,47.75
Konya,Seydişehir,KON-SEY-FDR-056,9,6,240.22,396,8884,23021.02,0,47.74
Eskişehir,Alpu,ESK-ALP-FDR-038,7,5,246.71,612,8207,29333.24,0,47.73
Kayseri,Bünyan,KAY-BÜN-FDR-009,8,3,81.75,306,12692,26641.37,0,47.66
Ankara,Mamak,ANK-MAM-FDR-037,6,3,249.5,707,5489,46378.75,0,47.65
Kayseri,Pınarbaşı,KAY-PIN-FDR-025,6,5,273.5,582,7823,29561.78,0,47.63
Konya,Selçuklu,KON-SEL-FDR-026,7,6,300.29,460,5389,34181.24,0,47.63
Konya,Karatay,KON-KAR-FDR-031,4,2,126.0,195,11914,31969.84,0,47.59
Kayseri,Yahyalı,KAY-YAH-FDR-007,6,4,148.83,331,11114,26750.54,0,47.57
Ankara,Gölbaşı,ANK-GÖL-FDR-049,7,4,260.14,623,6003,39930.48,0,47.53
Sivas,Kangal,SIV-KAN-FDR-052,5,4,163.6,305,7460,40857.03,0,47.51
Kayseri,Talas,KAY-TAL-FDR-041,7,6,187.71,375,8159,29474.09,0,47.44
Sivas,Gürün,SIV-GÜR-FDR-018,6,5,199.33,413,8523,30762.24,0,47.41
Konya,Ilgın,KON-ILG-FDR-016,6,5,153.0,311,8592,33263.68,0,47.41
Konya,Selçuklu,KON-SEL-FDR-010,7,5,107.29,253,13316,16535.18,0,47.37
Eskişehir,İnönü,ESK-INÖ-FDR-028,5,5,282.4,712,7081,31972.87,0,47.37
Sivas,Kangal,SIV-KAN-FDR-017,3,3,282.0,392,6702,40492.42,0,47.36
Sivas,Gemerek,SIV-GEM-FDR-054,6,4,120.67,266,12519,22303.33,0,47.31
Eskişehir,Çifteler,ESK-ÇIF-FDR-024,9,6,113.11,371,11491,19318.58,0,47.28
Eskişehir,Odunpazarı,ESK-ODU-FDR-024,6,6,219.0,416,9350,23002.12,0,47.27
Ankara,Altındağ,ANK-ALT-FDR-050,8,7,196.0,344,8405,24151.09,0,47.27
Kayseri,Develi,KAY-DEV-FDR-040,3,2,243.0,394,6414,46767.85,0,47.25
Konya,Beyşehir,KON-BEY-FDR-027,5,4,123.4,230,12014,24494.0,0,47.23
Ankara,Mamak,ANK-MAM-FDR-025,5,5,218.4,437,13807,8614.21,0,47.22
Sivas,Gemerek,SIV-GEM-FDR-025,5,4,284.8,531,7096,34419.24,0,47.2
Konya,Seydişehir,KON-SEY-FDR-002,9,6,133.78,261,13244,10872.98,0,47.19
Ankara,Gölbaşı,ANK-GÖL-FDR-006,7,6,207.0,398,7499,30440.55,0,47.18
Ankara,Etimesgut,ANK-ETI-FDR-045,4,2,234.75,621,9851,32850.57,0,47.17
Ankara,Polatlı,ANK-POL-FDR-027,6,5,141.5,276,10875,24293.77,0,47.14
Konya,Ereğli,KON-ERE-FDR-058,6,4,103.17,222,12797,21783.37,0,47.08
Kayseri,Yeşilhisar,KAY-YES-FDR-032,3,3,159.33,310,13912,18389.95,0,47.05
Eskişehir,Beylikova,ESK-BEY-FDR-025,3,1,86.0,158,12801,33236.95,0,47.05
Kayseri,Talas,KAY-TAL-FDR-008,6,5,141.67,227,10180,26838.06,0,47.03
Sivas,Suşehri,SIV-SUS-FDR-043,7,3,110.86,308,10306,33563.8,0,46.97
Ankara,Sincan,ANK-SIN-FDR-021,5,4,271.2,501,7658,32525.25,0,46.96
Ankara,Altındağ,ANK-ALT-FDR-055,6,5,217.0,455,7908,31256.38,0,46.95
Kayseri,Yeşilhisar,KAY-YES-FDR-053,4,4,122.25,270,14065,16296.04,0,46.95
Konya,Ereğli,KON-ERE-FDR-006,7,4,141.29,546,13297,16722.21,0,46.94
Konya,Selçuklu,KON-SEL-FDR-034,3,3,182.33,317,16029,8301.06,0,46.93
Konya,Selçuklu,KON-SEL-FDR-015,4,4,244.75,303,5829,41841.13,0,46.92
Ankara,Mamak,ANK-MAM-FDR-020,8,7,196.62,474,7721,26090.71,0,46.89
Eskişehir,Tepebaşı,ESK-TEP-FDR-010,6,5,89.67,285,11174,25677.34,0,46.88
Ankara,Çankaya,ANK-ÇAN-FDR-041,3,2,223.67,336,9144,36195.69,0,46.85
Ankara,Sincan,ANK-SIN-FDR-050,3,2,191.67,414,6055,50389.01,0,46.8
Kayseri,Talas,KAY-TAL-FDR-055,5,5,167.4,372,10244,25069.94,0,46.79
Kayseri,Bünyan,KAY-BÜN-FDR-053,5,2,120.2,258,9061,41626.59,0,46.79
Sivas,Suşehri,SIV-SUS-FDR-052,4,3,143.25,438,11020,29865.94,0,46.77
Eskişehir,Mihalıççık,ESK-MIH-FDR-043,5,4,99.6,170,10283,31904.36,0,46.76
Eskişehir,Alpu,ESK-ALP-FDR-033,5,4,366.6,692,5973,33128.0,0,46.76
Konya,Cihanbeyli,KON-CIH-FDR-028,6,5,130.33,224,9649,29043.12,0,46.73
Sivas,Hafik,SIV-HAF-FDR-002,4,3,231.0,356,10176,27825.62,0,46.69
Eskişehir,Çifteler,ESK-ÇIF-FDR-028,7,6,177.0,389,8990,25081.03,0,46.58
Eskişehir,Çifteler,ESK-ÇIF-FDR-034,2,2,534.0,745,6848,26689.2,0,46.56
Kayseri,İncesu,KAY-INC-FDR-018,6,5,288.17,705,6429,32076.95,0,46.54
Ankara,Mamak,ANK-MAM-FDR-060,5,3,114.8,303,10456,32856.05,0,46.53
Kayseri,Melikgazi,KAY-MEL-FDR-006,4,3,219.0,596,9513,30818.06,0,46.51
Ankara,Keçiören,ANK-KEÇ-FDR-028,6,6,249.0,452,7252,28056.65,0,46.5
Konya,Beyşehir,KON-BEY-FDR-008,8,5,159.62,544,9584,26091.5,0,46.5
Eskişehir,Çifteler,ESK-ÇIF-FDR-050,6,4,79.17,185,11815,25871.02,0,46.44
Kayseri,Bünyan,KAY-BÜN-FDR-006,3,2,370.33,920,6894,35543.98,0,46.42
Kayseri,Develi,KAY-DEV-FDR-026,5,2,205.4,470,7725,41087.58,0,46.41
Sivas,Şarkışla,SIV-SAR-FDR-047,5,5,126.0,278,14032,11513.6,0,46.35
Konya,Selçuklu,KON-SEL-FDR-021,6,3,124.67,289,12925,21493.56,0,46.34
Eskişehir,Çifteler,ESK-ÇIF-FDR-015,3,3,62.33,110,13686,23595.39,0,46.29
Ankara,Sincan,ANK-SIN-FDR-039,5,4,255.4,578,8593,28276.68,0,46.24
Eskişehir,Seyitgazi,ESK-SEY-FDR-011,5,3,161.2,228,13027,19114.38,0,46.2
Kayseri,Talas,KAY-TAL-FDR-012,9,5,135.11,479,10865,21191.0,0,46.13
Konya,Cihanbeyli,KON-CIH-FDR-044,6,4,130.83,627,9707,30563.01,0,46.12
Eskişehir,Odunpazarı,ESK-ODU-FDR-031,8,6,227.88,568,6994,28543.52,0,46.1
Kayseri,Yahyalı,KAY-YAH-FDR-051,5,4,140.6,430,12073,20877.89,0,46.05
Kayseri,Bünyan,KAY-BÜN-FDR-017,4,3,139.0,372,11039,28574.49,0,46.04
Kayseri,Yahyalı,KAY-YAH-FDR-041,3,2,154.0,277,8333,41993.95,0,46.03
Kayseri,Pınarbaşı,KAY-PIN-FDR-039,5,4,176.2,463,9446,29139.66,0,46.0
Kayseri,Yeşilhisar,KAY-YES-FDR-008,6,6,256.33,404,7549,25420.11,0,46.0
Sivas,Yıldızeli,SIV-YIL-FDR-050,4,4,152.0,276,10772,25710.58,0,45.96
Konya,Ereğli,KON-ERE-FDR-036,2,2,125.0,131,14441,19658.58,0,45.96
Kayseri,Yahyalı,KAY-YAH-FDR-012,7,6,238.43,400,6140,31523.32,0,45.94
Eskişehir,Beylikova,ESK-BEY-FDR-012,5,5,193.6,343,9754,23683.1,0,45.91
Konya,Seydişehir,KON-SEY-FDR-049,8,6,151.0,382,11146,16168.14,0,45.91
Ankara,Sincan,ANK-SIN-FDR-045,3,3,106.67,257,15096,14543.15,0,45.91
Eskişehir,Mihalıççık,ESK-MIH-FDR-048,7,3,214.57,450,5015,46318.66,0,45.88
Eskişehir,Odunpazarı,ESK-ODU-FDR-045,6,5,296.83,772,7500,25858.21,0,45.83
Sivas,Gürün,SIV-GÜR-FDR-051,6,5,163.33,300,10163,23090.92,0,45.77
Konya,Ilgın,KON-ILG-FDR-034,5,4,188.4,388,10769,22643.99,0,45.76
Kayseri,Melikgazi,KAY-MEL-FDR-033,6,4,192.83,555,9303,27719.47,0,45.75
Sivas,Kangal,SIV-KAN-FDR-009,2,2,454.0,468,4212,40295.38,0,45.69
Kayseri,Tomarza,KAY-TOM-FDR-029,10,4,91.9,244,13368,15385.17,0,45.69
Kayseri,Pınarbaşı,KAY-PIN-FDR-013,7,4,108.29,314,12494,19394.33,0,45.68
Sivas,Divriği,SIV-DIV-FDR-008,7,6,181.86,362,9105,22388.98,0,45.61
Sivas,Yıldızeli,SIV-YIL-FDR-060,8,4,214.0,835,7044,34039.1,0,45.53
Sivas,Gürün,SIV-GÜR-FDR-026,10,6,127.8,334,10539,18195.46,0,45.51
Sivas,Gemerek,SIV-GEM-FDR-022,5,3,183.8,377,10652,25864.34,0,45.5
Ankara,Gölbaşı,ANK-GÖL-FDR-023,5,3,225.8,668,9084,29468.37,0,45.43
Eskişehir,Tepebaşı,ESK-TEP-FDR-015,6,4,203.33,412,8993,27578.64,0,45.38
Sivas,Yıldızeli,SIV-YIL-FDR-058,6,6,215.0,450,9876,17193.58,0,45.3
Sivas,Zara,SIV-ZAR-FDR-022,4,3,74.75,115,16801,7908.29,0,45.3
Eskişehir,Beylikova,ESK-BEY-FDR-026,4,3,176.75,332,9679,30210.64,0,45.27
Ankara,Sincan,ANK-SIN-FDR-030,7,6,186.43,552,7411,28071.68,0,45.2
Sivas,Şarkışla,SIV-SAR-FDR-005,6,6,238.33,368,8059,22871.41,0,45.2
Kayseri,Melikgazi,KAY-MEL-FDR-041,6,4,143.17,251,12097,18379.97,0,45.18
Eskişehir,Çifteler,ESK-ÇIF-FDR-038,6,4,137.83,341,11237,22043.35,0,45.13
Eskişehir,Alpu,ESK-ALP-FDR-008,5,5,180.6,269,7895,30343.14,0,45.13
Ankara,Polatlı,ANK-POL-FDR-047,9,7,155.67,372,8261,22326.78,0,45.11
Ankara,Pursaklar,ANK-PUR-FDR-018,3,3,246.0,333,6358,39532.91,0,45.11
Konya,Selçuklu,KON-SEL-FDR-053,8,6,165.75,319,8159,25605.58,0,45.09
Sivas,Merkez,SIV-MER-FDR-022,5,4,222.6,349,10111,21830.92,0,45.07
Konya,Selçuklu,KON-SEL-FDR-052,11,7,109.09,323,11483,11162.4,0,45.07
Ankara,Gölbaşı,ANK-GÖL-FDR-043,5,4,119.8,184,13500,14391.57,0,45.04
Kayseri,Develi,KAY-DEV-FDR-032,6,5,238.0,420,6636,31187.2,0,45.01
Sivas,Hafik,SIV-HAF-FDR-045,5,3,241.6,666,7112,35523.03,0,44.98
Konya,Beyşehir,KON-BEY-FDR-009,5,2,82.4,166,16071,12218.15,0,44.97
Sivas,Divriği,SIV-DIV-FDR-049,7,3,61.14,124,12507,23622.05,0,44.91
Kayseri,Yeşilhisar,KAY-YES-FDR-025,4,4,256.75,344,6765,33331.29,0,44.9
Eskişehir,Mahmudiye,ESK-MAH-FDR-041,4,4,258.25,331,7320,31028.11,0,44.9
Ankara,Gölbaşı,ANK-GÖL-FDR-022,5,4,220.8,414,8441,28268.41,0,44.89
Kayseri,Melikgazi,KAY-MEL-FDR-043,8,6,225.5,368,7400,24624.34,0,44.88
Eskişehir,Mahmudiye,ESK-MAH-FDR-048,6,6,353.83,849,5778,24374.56,0,44.86
Konya,Karatay,KON-KAR-FDR-034,8,5,101.75,196,10566,22241.32,0,44.81
Sivas,Suşehri,SIV-SUS-FDR-008,5,3,124.8,255,11179,25893.46,0,44.8
Kayseri,Yahyalı,KAY-YAH-FDR-010,3,2,214.67,313,6749,42122.62,0,44.75
Sivas,Suşehri,SIV-SUS-FDR-025,4,2,85.75,246,11632,29757.24,0,44.72
Kayseri,Develi,KAY-DEV-FDR-020,5,4,107.8,169,10463,26414.04,0,44.62
Ankara,Polatlı,ANK-POL-FDR-029,7,5,195.71,443,7084,30576.39,0,44.58
Konya,Beyşehir,KON-BEY-FDR-014,5,4,253.6,455,7758,28361.81,0,44.55
Ankara,Yenimahalle,ANK-YEN-FDR-039,4,3,131.25,236,11039,26031.27,0,44.53
Konya,Kulu,KON-KUL-FDR-020,6,5,146.67,319,12603,11852.22,0,44.53
Sivas,Suşehri,SIV-SUS-FDR-029,4,3,114.25,279,10172,30519.68,0,44.53
Ankara,Pursaklar,ANK-PUR-FDR-047,2,1,323.0,478,3925,49979.16,0,44.53
Ankara,Mamak,ANK-MAM-FDR-045,6,5,162.0,346,8472,27432.04,0,44.52
Konya,Kulu,KON-KUL-FDR-031,1,1,898.0,898,2038,23493.33,0,44.51
Sivas,Yıldızeli,SIV-YIL-FDR-028,9,4,116.56,239,10608,23073.56,0,44.5
Konya,Karatay,KON-KAR-FDR-006,7,6,187.0,298,6166,31618.03,0,44.5
Ankara,Etimesgut,ANK-ETI-FDR-027,4,3,113.0,243,11771,24095.59,0,44.48
Konya,Selçuklu,KON-SEL-FDR-003,5,5,189.8,421,10641,17342.33,0,44.4
Sivas,Gürün,SIV-GÜR-FDR-001,5,3,122.2,261,11922,22118.44,0,44.32
Kayseri,Tomarza,KAY-TOM-FDR-030,6,5,249.67,578,7516,25556.78,0,44.3
Sivas,Suşehri,SIV-SUS-FDR-056,5,4,193.4,371,6978,34493.27,0,44.25
Kayseri,İncesu,KAY-INC-FDR-010,5,5,223.2,481,8886,22057.67,0,44.25
Ankara,Gölbaşı,ANK-GÖL-FDR-034,4,3,170.0,365,11135,22751.62,0,44.25
Konya,Selçuklu,KON-SEL-FDR-057,5,3,236.2,482,5505,40792.06,0,44.24
Ankara,Etimesgut,ANK-ETI-FDR-054,5,4,123.2,287,11289,21401.03,0,44.22
Kayseri,Talas,KAY-TAL-FDR-003,2,2,192.0,348,12345,20363.68,0,44.13
Konya,Ereğli,KON-ERE-FDR-045,6,5,183.5,399,7337,29910.19,0,44.13
Ankara,Gölbaşı,ANK-GÖL-FDR-007,7,6,103.0,265,10557,18255.65,0,44.08
Sivas,Hafik,SIV-HAF-FDR-052,3,3,319.0,537,6296,33312.96,0,44.07
Sivas,Merkez,SIV-MER-FDR-035,10,4,121.2,251,10266,22785.06,0,44.06
Eskişehir,Çifteler,ESK-ÇIF-FDR-013,6,4,166.83,386,7465,33242.1,0,44.06
Kayseri,Talas,KAY-TAL-FDR-030,6,4,105.33,195,10230,25833.7,0,44.04
Konya,Meram,KON-MER-FDR-030,8,4,124.88,268,9533,26422.66,0,44.02
Ankara,Mamak,ANK-MAM-FDR-002,4,4,198.0,320,10689,19384.24,0,44.01
Kayseri,Develi,KAY-DEV-FDR-024,7,5,231.71,434,4960,35727.39,0,43.98
Konya,Akşehir,KON-AKS-FDR-009,6,4,217.5,396,7939,28131.03,0,43.97
Sivas,Divriği,SIV-DIV-FDR-011,7,6,291.43,457,5314,27678.29,0,43.96
Sivas,Gemerek,SIV-GEM-FDR-059,7,5,185.14,377,10483,16347.35,0,43.94
Sivas,Zara,SIV-ZAR-FDR-046,5,3,238.4,406,8309,28747.1,0,43.89
Kayseri,Yahyalı,KAY-YAH-FDR-033,5,4,193.0,278,7725,30793.77,0,43.89
Konya,Ilgın,KON-ILG-FDR-039,5,4,211.6,383,9201,23744.75,0,43.87
Eskişehir,Alpu,ESK-ALP-FDR-032,6,5,102.5,279,12139,15013.27,0,43.86
Kayseri,İncesu,KAY-INC-FDR-014,6,5,129.67,318,12348,12515.67,0,43.84
Eskişehir,Mihalıççık,ESK-MIH-FDR-031,5,3,218.4,420,8827,27709.04,0,43.81
Ankara,Çankaya,ANK-ÇAN-FDR-002,9,6,271.56,877,6908,21148.11,0,43.79
Sivas,Kangal,SIV-KAN-FDR-001,4,2,283.75,569,3894,46969.24,1,43.79
Kayseri,Talas,KAY-TAL-FDR-047,5,5,238.2,385,8557,21541.02,0,43.78
Sivas,Merkez,SIV-MER-FDR-003,4,4,152.5,394,12351,14908.35,0,43.73
Kayseri,Pınarbaşı,KAY-PIN-FDR-048,4,2,145.25,306,11792,23537.31,0,43.71
Konya,Meram,KON-MER-FDR-053,2,1,228.5,401,5710,46638.04,0,43.59
Kayseri,Melikgazi,KAY-MEL-FDR-017,6,6,190.0,366,10200,13973.62,0,43.59
Kayseri,Yahyalı,KAY-YAH-FDR-006,4,4,290.5,614,5186,34972.77,0,43.57
Sivas,Kangal,SIV-KAN-FDR-015,7,5,188.86,356,7013,29113.25,0,43.5
Konya,Beyşehir,KON-BEY-FDR-010,3,2,309.67,552,4941,41160.0,0,43.5
Sivas,Zara,SIV-ZAR-FDR-032,6,6,235.5,416,5871,28228.72,1,43.42
Eskişehir,Mahmudiye,ESK-MAH-FDR-020,5,4,265.0,565,9382,18891.08,0,43.41
Konya,Selçuklu,KON-SEL-FDR-007,9,6,133.89,502,8757,21237.95,0,43.4
Konya,Seydişehir,KON-SEY-FDR-037,4,1,163.75,544,7633,41334.48,0,43.35
Sivas,Gürün,SIV-GÜR-FDR-033,4,3,133.5,309,9371,30166.49,0,43.33
Eskişehir,Tepebaşı,ESK-TEP-FDR-023,5,5,296.2,517,6426,25636.17,0,43.31
Konya,Ilgın,KON-ILG-FDR-054,6,6,251.67,439,8718,15656.37,0,43.31
Ankara,Mamak,ANK-MAM-FDR-023,5,5,269.2,464,7882,21395.41,0,43.29
Kayseri,Kocasinan,KAY-KOC-FDR-023,9,6,157.44,367,9634,16062.16,0,43.27
Kayseri,İncesu,KAY-INC-FDR-003,7,5,198.71,574,8756,21090.39,0,43.27
Eskişehir,Beylikova,ESK-BEY-FDR-058,6,3,98.0,290,14147,12053.55,0,43.26
Ankara,Pursaklar,ANK-PUR-FDR-040,3,3,268.67,353,5923,36187.98,0,43.25
Eskişehir,Beylikova,ESK-BEY-FDR-056,5,5,176.4,260,9234,21462.79,0,43.24
Kayseri,Yeşilhisar,KAY-YES-FDR-028,8,5,133.0,364,11818,12224.23,0,43.24
Ankara,Keçiören,ANK-KEÇ-FDR-050,4,2,59.75,150,12503,24862.73,0,43.23
Konya,Karatay,KON-KAR-FDR-024,5,5,198.4,458,8589,22622.98,0,43.19
Konya,Selçuklu,KON-SEL-FDR-035,4,4,345.75,739,6380,26093.68,0,43.18
Ankara,Pursaklar,ANK-PUR-FDR-017,7,6,228.43,382,5970,27268.53,0,43.18
Ankara,Keçiören,ANK-KEÇ-FDR-008,7,4,247.86,616,4418,38284.81,0,43.16
Ankara,Pursaklar,ANK-PUR-FDR-055,4,4,129.0,237,10182,23787.15,0,43.13
Sivas,Divriği,SIV-DIV-FDR-021,5,4,150.0,241,8550,28556.02,0,43.13
Eskişehir,Mihalıççık,ESK-MIH-FDR-060,7,5,119.71,361,10292,19377.07,0,43.11
Konya,Kulu,KON-KUL-FDR-054,5,5,146.4,296,9164,23209.34,0,43.07
Ankara,Yenimahalle,ANK-YEN-FDR-025,6,6,193.83,492,8057,21095.14,0,42.98
Sivas,Yıldızeli,SIV-YIL-FDR-026,6,4,182.67,533,7261,30879.41,0,42.94
Ankara,Çankaya,ANK-ÇAN-FDR-016,5,4,167.4,292,8784,26187.0,0,42.93
Konya,Cihanbeyli,KON-CIH-FDR-052,3,3,144.0,222,10263,25657.42,0,42.92
Eskişehir,Mihalıççık,ESK-MIH-FDR-044,4,4,205.0,301,7003,31490.13,0,42.9
Eskişehir,Alpu,ESK-ALP-FDR-020,7,6,194.71,452,6828,25257.27,0,42.88
Sivas,Hafik,SIV-HAF-FDR-060,3,3,455.0,639,3663,33308.7,0,42.88
Konya,Selçuklu,KON-SEL-FDR-058,6,3,153.17,356,8844,29103.21,0,42.83
Sivas,Kangal,SIV-KAN-FDR-038,9,9,252.78,474,5515,16871.03,0,42.8
Kayseri,Yahyalı,KAY-YAH-FDR-032,5,4,185.6,488,11987,12009.09,0,42.8
Kayseri,Kocasinan,KAY-KOC-FDR-013,5,5,177.2,374,9476,19555.6,0,42.8
Ankara,Yenimahalle,ANK-YEN-FDR-031,4,3,164.75,345,6420,39009.02,0,42.79
Kayseri,Bünyan,KAY-BÜN-FDR-018,3,2,425.0,722,4733,33567.34,0,42.75
Ankara,Altındağ,ANK-ALT-FDR-059,4,4,359.5,639,7855,18431.25,0,42.71
Ankara,Yenimahalle,ANK-YEN-FDR-029,7,4,108.14,318,11586,17087.41,0,42.71
Konya,Ereğli,KON-ERE-FDR-055,3,2,160.33,357,11292,23106.02,0,42.7
Konya,Ilgın,KON-ILG-FDR-045,7,5,244.71,443,5817,28934.7,0,42.69
Konya,Karatay,KON-KAR-FDR-003,6,2,90.33,376,12768,19767.58,0,42.63
Sivas,Kangal,SIV-KAN-FDR-021,5,5,294.6,433,5109,29623.21,1,42.62
Sivas,Şarkışla,SIV-SAR-FDR-006,7,6,140.43,263,8098,22813.46,0,42.57
Ankara,Yenimahalle,ANK-YEN-FDR-021,5,3,211.0,529,9012,24918.8,0,42.56
Kayseri,Develi,KAY-DEV-FDR-058,4,2,247.75,501,10497,20241.87,0,42.55
Konya,Ereğli,KON-ERE-FDR-054,4,4,222.75,308,6619,31244.96,0,42.54
Sivas,Şarkışla,SIV-SAR-FDR-044,5,4,213.8,363,6541,31589.54,0,42.54
Sivas,Zara,SIV-ZAR-FDR-038,5,4,133.6,232,8242,29573.11,0,42.53
Kayseri,Pınarbaşı,KAY-PIN-FDR-008,7,6,174.71,335,8502,19071.13,0,42.53
Konya,Ilgın,KON-ILG-FDR-035,6,4,178.0,427,8150,26754.58,0,42.52
Kayseri,Tomarza,KAY-TOM-FDR-036,4,3,227.75,399,6573,33989.2,0,42.47
Ankara,Mamak,ANK-MAM-FDR-022,5,5,188.6,456,8389,22508.62,0,42.44
Ankara,Sincan,ANK-SIN-FDR-004,6,5,147.17,284,9020,21971.84,0,42.44
Eskişehir,Tepebaşı,ESK-TEP-FDR-028,2,2,275.5,322,9501,23256.42,0,42.4
Konya,Meram,KON-MER-FDR-056,8,5,201.62,489,9604,15274.63,0,42.39
Eskişehir,Beylikova,ESK-BEY-FDR-054,4,3,191.5,351,9940,22492.44,0,42.37
Sivas,Gemerek,SIV-GEM-FDR-048,6,3,204.67,674,8179,27701.9,0,42.35
Konya,Meram,KON-MER-FDR-057,5,4,379.2,758,2765,36382.75,0,42.35
Konya,Beyşehir,KON-BEY-FDR-051,5,5,288.4,563,5110,29405.1,0,42.32
Sivas,Zara,SIV-ZAR-FDR-017,9,6,171.78,434,8885,16229.95,0,42.29
Eskişehir,Mihalıççık,ESK-MIH-FDR-017,8,5,162.12,300,8489,21868.24,0,42.28
Ankara,Sincan,ANK-SIN-FDR-053,7,5,301.43,1032,4791,28775.13,0,42.26
Eskişehir,Odunpazarı,ESK-ODU-FDR-016,7,7,311.71,477,3808,26094.32,0,42.26
Kayseri,Tomarza,KAY-TOM-FDR-043,4,3,290.0,797,10369,14568.48,0,42.22
Sivas,Şarkışla,SIV-SAR-FDR-060,4,4,319.0,387,5045,31086.54,0,42.2
Kayseri,Kocasinan,KAY-KOC-FDR-049,4,4,353.5,608,5423,27338.2,0,42.12
Eskişehir,Mihalıççık,ESK-MIH-FDR-025,5,3,67.6,152,9670,29989.66,0,42.11
Sivas,Hafik,SIV-HAF-FDR-032,10,5,133.8,369,11308,10944.16,0,42.1
Kayseri,Yahyalı,KAY-YAH-FDR-024,5,3,107.2,208,11098,21814.7,0,42.07
Eskişehir,Seyitgazi,ESK-SEY-FDR-002,4,2,133.0,335,9077,31785.67,0,42.04
Konya,Karatay,KON-KAR-FDR-012,7,3,99.29,272,13111,13122.43,0,42.01
Ankara,Polatlı,ANK-POL-FDR-042,3,3,252.33,337,9584,20007.55,0,41.99
Ankara,Yenimahalle,ANK-YEN-FDR-023,6,3,130.0,392,10274,23069.95,0,41.98
Konya,Selçuklu,KON-SEL-FDR-001,6,5,180.0,373,8504,21083.42,0,41.95
Konya,Ereğli,KON-ERE-FDR-010,6,5,187.17,407,9409,16931.83,0,41.9
Ankara,Keçiören,ANK-KEÇ-FDR-052,3,2,102.67,171,12184,21386.14,0,41.89
Ankara,Sincan,ANK-SIN-FDR-033,5,5,244.4,615,9665,12930.2,0,41.88
Ankara,Gölbaşı,ANK-GÖL-FDR-017,6,5,264.33,681,6445,24093.71,0,41.87
Ankara,Mamak,ANK-MAM-FDR-021,5,2,126.2,443,8119,35185.23,0,41.87
Kayseri,Talas,KAY-TAL-FDR-053,5,5,227.4,377,7475,22658.61,0,41.85
Sivas,Gürün,SIV-GÜR-FDR-049,5,4,288.0,484,5580,29600.48,0,41.85
Konya,Kulu,KON-KUL-FDR-039,6,5,246.83,384,6887,23337.55,0,41.85
Kayseri,Melikgazi,KAY-MEL-FDR-050,7,6,207.29,325,7181,20885.3,0,41.77
Sivas,Gemerek,SIV-GEM-FDR-057,6,4,160.17,377,9134,22330.84,1,41.74
Kayseri,Tomarza,KAY-TOM-FDR-001,8,7,204.38,427,6326,20886.63,0,41.73
Ankara,Çankaya,ANK-ÇAN-FDR-015,5,4,190.0,346,7832,26065.03,0,41.65
